id;lon;lat;img
gencat_tavascan;1.256915;42.644804;http://www.tavascan.net/wp-content/uploads/coses-webcam/webcam.jpg
gencat_esterri_aneu;1.122711;42.626923;http://www.cannirus.net/rb/foto.jpg
gencat_saint_joan_lerm;1.286978;42.417716;http://www.santjoandelerm.com/camara/SantJoan.jpg
tiempovistazo_4292476;-4.763861;42.921501;http://www.php.eltiempodeunvistazo.com/phpimages/cardano1.php
tiempovistazo_3744604;-6.042298;37.443798;http://usuarios.tiempo.com/parungo/images/webcam.jpg
tiempovistazo_3691347;-3.470242;36.919189;http://www.spanishhighs.co.uk/capture2.jpg
tiempovistazo_42241973;1.973708;42.244297;http://webcam.lillet.net/captura/foto.jpg
tiempovistazo_42221945;1.94575;42.227222;http://webcam.lillet.net/falgars/falgars.jpg
tiempovistazo_3863115;-1.150024;38.633331;http://www.meteoyecla.com/webcam.jpg
tiempovistazo_41812100;2.100631;41.810452;http://www.elmoianes.net/images/capture1.jpg
tiempovistazo_4344388;-3.884139;43.444103;http://ojaizmeteo.net/webcam/imagen.jpg
tiempovistazo_4224043;-0.433273;42.249931;http://www.parquedeguara.es/webcam/parquedeguara000M.jpg
tiempovistazo_4082396;-3.9616442;40.8235139;http://ventamarcelino.com/meteo/foto.jpg
tiempovistazo_42312177;2.177739;42.31115;http://meteoribes.com/cam_1.jpg
tiempovistazo_42091845;1.845781;42.099194;http://fajula.cat/webcam/berga/foto.jpg
tiempovistazo_42391921;1.921036;42.398533;http://www.meteoqueixans.com/cam/cam03/currentCIF.jpg
tiempovistazo_4326406;-4.067591;43.2626;http://www.valledebuelnafm.com/images/webcam/image01.jpg
tiempovistazo_41741713;1.713073;41.743305;http://www.nins.biz/webcam/Fals.jpg
tiempovistazo_39893078;3.0786824;39.898008;http://www.php.eltiempodeunvistazo.com/phpimages/ptopollensa.php
tiempovistazo_4225730;-7.301638;42.25919;http://www.php.eltiempodeunvistazo.com/phpimages/cabezamanz.php
tiempovistazo_4270704;-7.045991;42.707748;http://www.php.eltiempodeunvistazo.com/phpimages/cebreiro.php
tiempovistazo_4235789;-7.893162;42.351185;http://www.php.eltiempodeunvistazo.com/phpimages/orense.php
tiempovistazo_3946037;-0.374836;39.4670141;http://www.php.eltiempodeunvistazo.com/phpimages/valenciatrjativa.php
tiempovistazo_4315481;-4.812698;43.15646;http://www.php.eltiempodeunvistazo.com/phpimages/fuentede.php
tiempovistazo_4297577;-5.7781;42.976849;http://www.valgrande-pajares.com/webcam/010103G.jpg
tiempovistazo_4296578;-5.788894;42.967918;http://www.valgrande-pajares.com/webcam/010101G.jpg
tiempovistazo_4297577;-5.776126;42.976601;http://www.valgrande-pajares.com/webcam/010102G.jpg
tiempovistazo_4259556;-5.566925;42.598911;http://www3.leon.es/webcam/catedral.jpg
tiempovistazo_4248628;-6.282801;42.4822335;http://www.viairago.es/weather/webcamimage.gif
tiempovistazo_4165087;-0.878307;41.656017;http://webcam.abaco-digital.es/pilar/image2.jpg
tiempovistazo_4165088;-0.881621;41.657677;http://webcam.abaco-digital.es/zuda/image2.jpg
tiempovistazo_4300753;-7.536793;43.008915;http://www.php.eltiempodeunvistazo.com/phpimages/lugo.php
tiempovistazo_3887110;-1.102281;38.871525;http://www.almansameteo.com/estacion/webcam/capture1.jpg
tiempovistazo_4215288;-2.888074;42.15181;http://www.lasviniegras.es/camara/viniegralive.jpg
tiempovistazo_4281164;-1.64354;42.817188;http://pamplona.concisegroup.com/live/image.jpg
tiempovistazo_3986402;-4.024671;39.862911;http://www.turriano.org/img/camaras/camara7.jpg
tiempovistazo_42321959;1.959638;42.324081;http://media.turismefgc.cat/lamolina/niu.jpg
tiempovistazo_42321903;1.903714;42.325142;http://media.turismefgc.cat/lamolina/telecabinasup.jpg
tiempovistazo_4246244;-2.449994;42.464958;http://www.josecalvo.net/webcamlog/current.jpg
tiempovistazo_4235254;-2.549724;42.359425;http://www.josecalvo.net/webcam/current.jpg
tiempovistazo_4080397;-3.970624;40.804729;http://antiunhosting.com/webcamvaldesqui/parking.jpg
tiempovistazo_4080397;-3.970613;40.80452;http://antiunhosting.com/webcamvaldesqui/cota1800.jpg
tiempovistazo_4079397;-3.972502;40.795925;http://antiunhosting.com/webcamvaldesqui/valdemartin.jpg
tiempovistazo_3659622;-6.226904;36.594112;http://meteo1.apemsa.es/cam640x480.jpg
tiempovistazo_41492295;2.295282;41.496944;http://www.meteoalella.net/cam_1.jpg
tiempovistazo_3947038;-0.3847173;39.470298;http://www.php.eltiempodeunvistazo.com/phpimages/valenciatrgvfer.php
tiempovistazo_4330423;-4.236839;43.308903;http://www.cabezondelasal.net/camara/camara2.jpg
tiempovistazo_4330423;-4.236227;43.307911;http://www.cabezondelasal.net/camara/camara.jpg
tiempovistazo_42600522;0.522537;42.603027;http://www.barrabes.com/actualidad/webcam/benasque.jpg
tiempovistazo_3709339;-3.399625;37.094913;http://sierranevada.es/_extras/fotos_camaras/camaramsn/MeliaSyN.jpg
tiempovistazo_4094411;-4.117505;40.948875;http://webcam.infosegovia.com/IMAGE00000M.jpg
tiempovistazo_41331362;1.362197;41.331356;http://www.turismet.com/santesaj/M5/current5.jpg
tiempovistazo_3825070;-0.702782;38.256657;http://www.meteoelche.com/webcamimage.jpg
tiempovistazo_3918043;-0.436385;39.188614;http://www.inforatge.com/algemesi/webcam/current.jpg
tiempovistazo_3806105;-1.051946;38.06332;http://www.meteosantomera.es/alma2.jpg
tiempovistazo_3729187;-1.875835;37.293602;http://www.cuevasdelalmanzora.org/FOTO1.jpg
tiempovistazo_4345557;-5.5711251;43.4549224;http://www.php.eltiempodeunvistazo.com/phpimages/candanal.php
tiempovistazo_41601921;1.921127;41.602486;http://meteovacarisses.es/cam_1.jpg
tiempovistazo_41542114;2.11445;41.547215;http://www.meteosabadell.net/meteoclimatic/webimage.jpg
tiempovistazo_41842281;2.281122;41.840233;http://www.eltempsaseva.com/webcam.jpg
tiempovistazo_3871065;-0.6580317;38.7196457;http://www.jdserver.es/Banyeres1.jpg
tiempovistazo_3914032;-0.329719;39.147758;http://www.meteollauri.com/webcam/imagen000M.jpg
tiempovistazo_4339428;-4.289394;43.392586;http://www.php.eltiempodeunvistazo.com/phpimages/comillas1.php
tiempovistazo_4346380;-3.809896;43.46611;http://83.54.58.56/axis-cgi/jpg/image.cgi?resolution1280x720
tiempovistazo_4304538;-5.383794;43.044022;http://www.dipuleon.es/img/sanisidro/webcam/CebolledoI.jpg
tiempovistazo_4306537;-5.377207;43.063007;http://www.dipuleon.es/img/sanisidro/webcam/Salencias.jpg
tiempovistazo_4303539;-5.396803;43.033863;http://www.dipuleon.es/img/sanisidro/webcam/Requejines.jpg
tiempovistazo_4303539;-5.396841;43.036736;http://www.dipuleon.es/img/sanisidro/webcam/CebolledoII.jpg
tiempovistazo_4304539;-5.397506;43.041733;http://www.dipuleon.es/img/sanisidro/webcam/Riopinos.jpg
tiempovistazo_4306537;-5.375619;43.063904;http://www.san-isidro.net/modules/Webcam/imagen/webcam.jpg
tiempovistazo_4299641;-6.411488;42.993614;http://www.dipuleon.es/img/leitariegos/webcam/Base.jpg
tiempovistazo_4298641;-6.415393;42.987556;http://www.dipuleon.es/img/leitariegos/webcam/Brana.jpg
tiempovistazo_4298642;-6.422067;42.987854;http://www.dipuleon.es/img/leitariegos/webcam/Remonte.jpg
tiempovistazo_41582577;2.577453;41.58709;http://www.tempscanet.com/cam/canetdemarnord.jpg
tiempovistazo_41331111;1.111465;41.337872;http://www.meteoprades.net/img/meteoprades_rojals_export.jpg
tiempovistazo_4034568;-5.684953;40.345497;http://www.sierradebejar-lacovatilla.com/webcam/webcam2.jpg
tiempovistazo_4034568;-5.68842899999999;40.340328;http://www.sierradebejar-lacovatilla.com/webcam/webcam3.jpg
tiempovistazo_4035568;-5.689952;40.355244;http://www.sierradebejar-lacovatilla.com/webcam/webcam1.jpg
tiempovistazo_3797067;-0.677703;37.97435;http://www.torrelamata.com/webcam/image.jpg
tiempovistazo_4164472;-4.7259705;41.648611;http://www10.ava.es/infotrafico/rlt/images/camara07.jpg
tiempovistazo_4329197;-1.979105;43.294685;http://www.eitb.eus/multimedia/images/webcams/wcam2.jpg
tiempovistazo_4285268;-2.686779;42.85817;http://www.eitb.com/multimedia/images/webcams/wcam4.jpg
tiempovistazo_41610630;0.630684;41.618179;http://telecentres.paeria.es/camera4/image.jpg
tiempovistazo_41610626;0.626988;41.614319;http://telecentres.paeria.es/camera1/image.jpg
tiempovistazo_42410148;0.148573;42.413715;http://www.hotelapolo.com/webcams/pena/scripts/webcam.php
tiempovistazo_41610625;0.625518;41.613312;http://telecentres.paeria.es/camera3/image.jpg
tiempovistazo_42551081;1.08108;42.550449;http://media.turismefgc.cat/espot/espot-esqui-hd.jpg
tiempovistazo_42421211;1.211865;42.428097;http://media.turismefgc.cat/portaine/port-aine-hd2.jpg
tiempovistazo_3738601;-6.010836;37.380291;http://www.eltiemposevilla.es/cam_1.jpg
tiempovistazo_42221891;1.891124;42.223053;http://eltemps.miatec.cat/ImatgesCamera/FW_CalBado.jpg
tiempovistazo_42123135;3.135336;42.126179;http://www.php.eltiempodeunvistazo.com/phpimages/lescala2.php
tiempovistazo_4080376;-3.7696195;40.8097978;http://www.climaguadarrama.es/miraflores/foto.jpg
tiempovistazo_3660453;-4.531297;36.601334;http://www.meteobenalmadena.com/jpgwebcam.jpg
tiempovistazo_41300987;0.9876645;41.3095979;http://www.meteoprades.net/img/meteoprades_pradesmajor_export.jpg
tiempovistazo_3678426;-4.261166;36.787155;http://www.aud.dk/images/webcam/casakofoed.jpg
tiempovistazo_4326294;-2.947142;43.260529;http://www.bilbao.net/camarastrafico/codec0002/snap_c1.jpg
tiempovistazo_4325292;-2.923855;43.259563;http://www.bilbao.net/camarastrafico/codec0014/snap_c1.jpg
tiempovistazo_41532086;2.086716;41.531071;http://www.meteosantquirze.com/webcam/webcam0001.jpg
tiempovistazo_4340555;-5.558138;43.409142;http://www.php.eltiempodeunvistazo.com/phpimages/sariego.php
tiempovistazo_3618601;-6.0109632;36.1855145;http://media06.whatsupcams.com/snaps/es_loscanosdemeca01/es_loscanosdemeca01_cam.jpg
tiempovistazo_4343403;-4.034686;43.430031;http://www.php.eltiempodeunvistazo.com/phpimages/suances1.php
tiempovistazo_4338321;-3.21658;43.382961;http://www.php.eltiempodeunvistazo.com/phpimages/castro1.php
tiempovistazo_3707338;-3.389561;37.07111;http://sierranevada.es/_extras/fotos_camaras/borreguiles/snap.jpg
tiempovistazo_4026446;-4.462767;40.265079;http://www.naturameteo.es/meteo/foto.jpg
tiempovistazo_3743604;-6.047821;37.435619;http://www.meteowebcams.com/webcamssevilla1.jpg
tiempovistazo_42243194;3.194983;42.247936;http://www.ampuriabrava.com/webcam/casacaliente.jpg
tiempovistazo_42183094;3.094271;42.180904;http://aquarius.crossmedia-management.com/html/meteo/fullsize.jpg
tiempovistazo_4225296;-2.968798;42.254589;http://www.valdezcaray.es/img_webcam/cam3/image03.jpg
tiempovistazo_4224296;-2.967837;42.24929;http://www.valdezcaray.es/img_webcam/cam2/image02.jpg
tiempovistazo_41371162;1.1620563;41.3791593;http://www.meteoprades.net/img/meteoprades_montblanc_export.jpg
tiempovistazo_42600524;0.524286;42.605171;http://www.turismobenasque.com/webcam/plaza.jpg
tiempovistazo_3672262;-2.622406;36.725956;http://www.roquetas-de-mar.es/upload/video.jpg
tiempovistazo_4334405;-4.053333;43.347221;http://www.meteotorrelavega.com/webcamimage.jpg
tiempovistazo_42331938;1.938572;42.33279;http://media.turismefgc.cat/lamolina/comella.jpg
tiempovistazo_42331940;1.940602;42.336712;http://media.turismefgc.cat/lamolina/plcomercial.jpg
tiempovistazo_42392152;2.152693;42.394848;http://media.turismefgc.cat/valldenuria/nuriabarques.jpg
tiempovistazo_42392153;2.153798;42.397675;http://media.turismefgc.cat/valldenuria/nurialudic-nova.jpg
tiempovistazo_42392154;2.154801;42.398262;http://media.turismefgc.cat/valldenuria/nuriapistes.jpg
tiempovistazo_41862284;2.284754;41.868034;http://pereespinet.net/camara/Taradell.jpg
tiempovistazo_4030632;-6.327771;40.303314;http://meteopino.es/cam_1.jpg
tiempovistazo_3886108;-1.088794;38.864731;http://www.tvalmansa.es/images/meteoalmansa/foto.jpg
tiempovistazo_42091855;1.855965;42.091358;http://www.meteocam.cat/berga-resort/cam/recent1.jpg
tiempovistazo_4303435;-4.357753;43.03495;http://www.php.eltiempodeunvistazo.com/phpimages/campoobrana.php
tiempovistazo_4199568;-5.683343;41.999989;http://cienciascolegiovirgendelavega.es/camara11/capture11.jpg
tiempovistazo_4303437;-4.373138;43.037922;http://www.php.eltiempodeunvistazo.com/phpimages/campoocalgo.php
tiempovistazo_4304438;-4.388223;43.04073;http://www.php.eltiempodeunvistazo.com/phpimages/campoochivo.php
tiempovistazo_4018158;-1.5850031;40.1822259;http://www.meteozafrilla.com/collaoverde/imagenes/foto.jpeg
tiempovistazo_3662449;-4.494663;36.62233;http://www.andaluz.tv/webcams/casa-antonio.jpg
tiempovistazo_3738598;-5.9864649999;37.382561;http://www.tiempoensevilla.es/webcam.php
tiempovistazo_3790300;-3.00328;37.908398;http://www.turismoencazorla.com/webcam/imagen/cazorla.jpg
tiempovistazo_42410139;0.139883;42.414303;http://www.hotelapolo.com/webcams/cruce/scripts/webcam.php
tiempovistazo_42410138;0.138713;42.417191;http://www.hotelapolo.com/webcams/plaza/scripts/webcam.php
tiempovistazo_42380313;0.313475;42.380169;http://www.latondelafueva.com/la-fueva-webcam/scripts/3gcam.php
tiempovistazo_42590984;0.98465;42.596645;http://www.amitges.com/webcam/image.jpg
tiempovistazo_4031373;-3.731661;40.316364;http://www.meteogetafe.com/ftpcam_1.jpg
tiempovistazo_41552448;2.448052;41.553295;http://www.meteomataro.com/webcam/current.jpg
tiempovistazo_41560528;0.528057;41.564148;http://www.meteoalcarras.com/webcam/cam_1.jpg
tiempovistazo_42500800;0.800736;42.50351;http://www.cdavallboi.cat/edumet/webcam/vista_m.jpg
tiempovistazo_42182488;2.488339;42.187702;http://meteolot.com/mobotix/image.jpg
tiempovistazo_42631123;1.123878;42.630005;http://www.php.eltiempodeunvistazo.com/phpimages/esterrianeu.php
tiempovistazo_41501186;1.186754;41.503536;http://www.bellcam.cat/bcr/recent1.jpg
tiempovistazo_41552461;2.46141;41.5536;http://www.tempsmataro.net/images/kabcam.jpg
tiempovistazo_41591839;1.839459;41.593555;http://www.php.eltiempodeunvistazo.com/phpimages/montserrat.php
tiempovistazo_40990922;0.922776;40.992489;http://meteohospitalet.zapto.org/meteo/webcamimage.jpg
tiempovistazo_42231735;1.735293;42.230267;http://www.php.eltiempodeunvistazo.com/phpimages/saldes.php
tiempovistazo_41492120;2.120565;41.498341;http://37.133.117.158/axis-cgi/jpg/image.cgi?resolution640x480
tiempovistazo_42541044;1.044104;42.545746;http://www.jmblanc.com/webcam/image.jpg
tiempovistazo_4164472;-4.7268958;41.6428886;http://www10.ava.es/infotrafico/rlt/images/camara06.jpg
tiempovistazo_4303440;-4.401827;43.038219;http://www.php.eltiempodeunvistazo.com/phpimages/campoomares.php
tiempovistazo_41922317;2.317772;41.926628;http://www.meteoguilleries.cat/imatges/webcam_sjv.php
tiempovistazo_3669450;-4.500017;36.699841;http://www.mirandoalcielo.com/estacion/webcam.jpg
tiempovistazo_41391444;1.444702;41.396385;http://www.meteoquerol.com/image.jpg
tiempovistazo_42810265;0.2650398;42.8136035;http://films.viewsurf.com/saintlary03/p2/media.jpg
tiempovistazo_42671219;1.219273;42.677898;http://tavascan.net/wp-content/uploads/coses-webcam/webcam.jpg
tiempovistazo_41281245;1.245886;41.284126;http://www.turismet.com/webcams/valls/current2.jpg
tiempovistazo_41341224;1.224546;41.34882;http://www.turismet.com/M1/current.jpg
tiempovistazo_4281541;-5.410616;42.812302;http://climajpc.sytes.net/sopena/foto.jpg
tiempovistazo_3852016;-0.164725;38.523884;http://www.apartmentsspain.co.uk/webcam1.jpg
tiempovistazo_3692417;-4.173743;36.924355;http://www.cantueso.net/cantueso.jpg
tiempovistazo_42720198;0.1981536;42.7201278;http://bielsa-aragnouet.org/webcams/ESP/ESPANA.jpg
tiempovistazo_3675386;-3.866935;36.751087;http://nerjamar.com/dat/wc/webcam/VIDEO_000M.jpg
tiempovistazo_4336587;-5.8778679;43.366982;http://www.oviedowebcam.es/webcamdatos.jpg
tiempovistazo_42560543;0.543287;42.566879;http://webtvhotspot.feratel.com/hotspot/36/15080/1.jpeg?designv3
tiempovistazo_41311090;1.0901141;41.3114102;http://www.meteoprades.net/img/meteoprades_farena_export.jpg
tiempovistazo_42341900;1.900608;42.349766;http://www.masella.com/cam1/jettmp.jpg
tiempovistazo_42520481;0.4818964;42.526029;http://www.solarcam.fr/ULM_CASTEJON_DE_SOS/last.jpg
tiempovistazo_3848495;-4.953611;38.484169;http://meteozafrilla.com/meteotrassierra/elviso/out.jpg
tiempovistazo_38911225;1.225501;38.913124;http://www.cala-vadella.info/files/current.jpg
tiempovistazo_4272345;-3.4577161;42.7242836;http://bentretea.es/cam/daily_images/thumbnail_daily_daily.png
tiempovistazo_41281098;1.0982238;41.2866952;http://www.meteoprades.net/img/meteoprades_montral_export.jpg
tiempovistazo_4043382;-3.821939;40.431652;http://www.meteopozuelo.com/fixed.jpg
tiempovistazo_4335436;-4.3637287;43.3525473;http://www.meteolamadrid.es/eltiempo/webcam.jpg
tiempovistazo_4047367;-3.670855;40.479847;http://www.avendano.org/cam.jpg
tiempovistazo_4041369;-3.693252;40.418968;http://informo.munimadrid.es/informo/Camaras/Camara00028_MDF.jpg
tiempovistazo_4290555;-5.558133;42.906818;http://www.cuevasdevalporquero.com/capturas/camara1.jpg
tiempovistazo_4180262;-2.620153;41.80582;http://www.uraso.es/ea1acp/webcam/capture2.jpg
tiempovistazo_4120347;-3.472259;41.203423;http://www.php.eltiempodeunvistazo.com/phpimages/lapinilla.php
tiempovistazo_4348353;-3.53233;43.489094;http://enhd.es/img/23/23.jpg
tiempovistazo_42631499;1.499569;42.631844;http://cdn1.vallnord.com/webcamsBDR/arcweb_002.jpg
tiempovistazo_4229551;-5.518892;42.295856;http://chopo.pntic.mec.es/~bcarrace/camara/capture1.jpg
tiempovistazo_39562627;2.627959;39.564617;http://www.php.eltiempodeunvistazo.com/phpimages/palmapano.php
tiempovistazo_39562628;2.628093;39.564892;http://static1.seemallorca.com/image_uploader/webcam/large/palma_cathedral.jpg
tiempovistazo_3847078;-0.787497;38.472767;http://meteoelda.com/~webcam/motobix/current.jpg
tiempovistazo_3870041;-0.416665;38.70417;http://www.castelldepenella.com/camara/current.jpg
tiempovistazo_4300413;-4.138069;43.000786;http://www.aytoreinosa.es/webcam/PlazaReinosa.jpg
tiempovistazo_4317654;-6.5490505;43.1761399;http://www.amigosdelnarcea.com/webcam/webcam.jpg
tiempovistazo_4269542;-5.425529;42.691677;http://www.s397694300.mialojamiento.es/estacion/cam_1.jpg
tiempovistazo_4299413;-4.138498;42.99876;http://www.aytoreinosa.es/webcam/lacasona.jpg
tiempovistazo_4270027;-0.274551;42.703049;http://webtvhotspot.feratel.com/hotspot/36/15024/3.jpeg?designv3
tiempovistazo_4010102;-1.027179;40.107914;http://webtvhotspot.feratel.com/hotspot/36/15075/1.jpeg?designv3
tiempovistazo_4038063;-0.63062;40.380569;http://webtvhotspot.feratel.com/hotspot/36/15070/3.jpeg?designv3
tiempovistazo_4276037;-0.376539;42.764061;http://webtvhotspot.feratel.com/hotspot/36/15024/2.jpeg?designv3
tiempovistazo_39532724;2.724615;39.532719;http://www.helios-hotels.com/playa_hel.jpg
tiempovistazo_4340269;-2.696486;43.400658;http://150.241.234.31/kostasystem/irudiak/mundaka/camara2_snap.jpeg
tiempovistazo_4290428;-4.286106;42.906605;http://webcam.barruelo.com/cam/Cambarruelo.jpg
tiempovistazo_4202375;-3.756509;42.026337;http://www.casabrigante.com/webcam/webcam.jpg
tiempovistazo_4332197;-1.972738;43.326202;http://www.lazurriola.com/img/zurri00001.jpg
tiempovistazo_39792691;2.691532;39.797962;http://www.clubnauticsoller.es/imag/webcam.jpg
tiempovistazo_42361191;1.191625;42.369759;http://wifillag.mooo.com/cam/camaranova.jpg
tiempovistazo_42331940;1.940444;42.335148;http://media.turismefgc.cat/lamolina/tubbing.jpg
tiempovistazo_42341915;1.915011;42.345715;http://www.masella.com/cam1/platmp.jpg
tiempovistazo_3709339;-3.399346;37.092575;http://sierranevada.es/_extras/fotos_camaras/mobotix/current.jpg
tiempovistazo_4346380;-3.809654;43.461323;http://portal.ayto-santander.es/cgi-bin/camarasweb.pl?number2
tiempovistazo_41982824;2.824184;41.985565;http://www.php.eltiempodeunvistazo.com/phpimages/gerona.php
tiempovistazo_41111256;1.256384;41.115528;http://www.php.eltiempodeunvistazo.com/phpimages/tarragonacat.php
tiempovistazo_42511543;1.543075;42.510799;http://el-viking.com/webcam/Andorra.jpg
tiempovistazo_4303526;-5.2674723;43.0319921;http://meteoporma.es/ipcamera/webcam/webcamdatos.jpg
tiempovistazo_3687540;-5.405874;36.879707;http://www.rhoen-cams.de/cams/algo/algodonales.jpg
tiempovistazo_4345374;-3.744235;43.455849;http://www.php.eltiempodeunvistazo.com/phpimages/somopy.php
tiempovistazo_3705336;-3.368779;37.055016;http://sierranevada.es/_extras/fotos_camaras/zayas/pistacordon.jpg?timestamp635838854330713836
tiempovistazo_4045385;-3.8598061;40.4535316;http://www.viewonmadrid.com/current.jpg
tiempovistazo_4328218;-2.182074;43.287598;http://www.php.eltiempodeunvistazo.com/phpimages/zarautzk.php
tiempovistazo_42550467;0.467026;42.559528;http://arnaldet.com/webcam/arnaldet.jpg
tiempovistazo_42470869;0.869331;42.477711;http://www.boitaullresort.com/webcam/Cam_1.jpg
tiempovistazo_3674515;-5.157781;36.748596;http://www.rondatiempo.es/photo.jpg
tiempovistazo_3945035;-0.3518093;39.4535318;http://www.php.eltiempodeunvistazo.com/phpimages/valenciatrpmon.php
tiempovistazo_3699277;-2.774418;36.998203;http://www.aytopadules.com/capturas/foscam_sierra_nevada.jpg
tiempovistazo_3882059;-0.598412;38.823086;http://turiscam.gva.es/webcams/ontinyent.jpg
tiempovistazo_4279426;-4.26218;42.793335;http://www.radioaguilar.com/images/stories/wcam2/image01.jpg
tiempovistazo_41572509;2.509303;41.578472;http://www.jdserver.es/mar.jpg
tiempovistazo_3865053;-0.539312;38.658791;http://www.acifalcoi.com/webcam/current.jpg
tiempovistazo_38660045;0.045957;38.663898;http://www.meteocalpe.com/live/webcam/thumb/resized-calpe6.jpg
tiempovistazo_3900028;-0.289979;39.004528;http://www.elmussol.es/wp-content/gallery/cam/Capture_1.jpg
tiempovistazo_4092362;-3.621379;40.928638;http://www.meteosierranorte.es/webcam.webcam.jpg.jpg
tiempovistazo_4060190;-1.907721;40.603634;http://www.altotajo.net/images/stories/webcam/ultima.jpg
tiempovistazo_4079397;-3.973489;40.796658;http://antiunhosting.com/webcamvaldesqui/bola.jpg
tiempovistazo_42522059;2.059711;42.521152;http://www.altiservice.com/webcams/FRP2000/P2000.jpg
tiempovistazo_42522033;2.03335;42.520557;http://www.altiservice.com/webcams/FRP2000/fontromeu.jpg
tiempovistazo_42532020;2.020336;42.530331;http://www.altiservice.com/webcams/FRP2000/calme.jpg
tiempovistazo_42771299;1.299798;42.778454;http://www.altiservice.com/webcams/Guzet/muscadet.jpg
tiempovistazo_42751313;1.313666;42.758144;http://www.neos360.com/guzet/picou/img/POI/preset_4.jpg
tiempovistazo_42760576;0.576739;42.763477;http://www.neos360.com/luchon/crabioules/img/panojavascript/nojava/pano_PV.jpg
